"id","host_response_rate","host_response_time","host_is_superhost","neighbourhood_group_cleansed","property_type","room_type","accommodates","bathrooms","bedrooms","bed_type","price","weekly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","has_availability","last_review","review_scores_rating","instant_bookable","cancellation_policy","profit","days_listed"
"37528380","100%","within a day",FALSE,"Downtown","Apartment","Entire home/apt",4,1,1,"Real Bed","249.00",NA,"$150.00","$109.00",1,"$25.00",1,TRUE,2020-01-18,90,TRUE,"flexible",131098,167
"37528398","100%","within a day",FALSE,"Downtown","Apartment","Entire home/apt",4,1,0,"Real Bed","229.00",NA,"$150.00","$109.00",1,"$25.00",1,TRUE,2020-03-03,96,TRUE,"flexible",130423,167
"37528416","100%","within a day",FALSE,"Downtown","Apartment","Entire home/apt",6,1,2,"Real Bed","329.00",NA,"$150.00","$109.00",1,"$25.00",1,TRUE,2020-02-09,100,TRUE,"flexible",138748,167
"37542043","100%","within an hour",TRUE,"Capitol Hill","Apartment","Entire home/apt",6,1,2,"Real Bed","119.00",NA,"$0.00","$90.00",2,"$15.00",3,TRUE,2020-05-27,95,FALSE,"moderate",2500,20
"37558345","100%","within an hour",FALSE,"Queen Anne","Apartment","Entire home/apt",6,1,2,"Real Bed","194.00",NA,"$0.00","$150.00",1,"$0.00",30,TRUE,2020-01-12,96,TRUE,"super_strict_60",19950,134
"37558347","100%","within an hour",FALSE,"Queen Anne","Apartment","Entire home/apt",6,1,2,"Real Bed","194.00",NA,"$0.00","$150.00",1,"$0.00",30,TRUE,2020-01-04,100,TRUE,"super_strict_60",17327,117
"37564617","N/A","N/A",FALSE,"Central Area","Townhouse","Private room",1,1.5,1,"Real Bed","10,000.00",NA,"$0.00","$15.00",1,"$0.00",1000,TRUE,2020-03-03,90,FALSE,"moderate",1140,19
"37567818","N/A","N/A",TRUE,"Other neighborhoods","Guest suite","Private room",2,1,1,"Real Bed","50.00",NA,"$0.00","$30.00",2,"$20.00",1,TRUE,2020-03-13,100,TRUE,"flexible",8350,167
"37589026","100%","within an hour",TRUE,"Lake City","Guest suite","Entire home/apt",2,1,1,"Real Bed","95.00",NA,"$0.00","$125.00",1,"$15.00",1,TRUE,2020-06-09,98,TRUE,"flexible",2446,37
"37596977","98%","within an hour",FALSE,"West Seattle","Guest suite","Entire home/apt",6,1,1,"Real Bed","60.00",NA,"$0.00","$45.00",1,"$0.00",3,TRUE,2020-04-03,96,FALSE,"moderate",10544,167
"37603450","N/A","N/A",TRUE,"Central Area","Townhouse","Entire home/apt",5,1.5,2,"Real Bed","100.00",NA,"$100.00","$100.00",1,"$20.00",1,TRUE,2020-01-27,100,TRUE,"strict_14_with_grace_period",34880,167
"37627876","N/A","N/A",FALSE,"Downtown","Apartment","Shared room",1,1,1,"Real Bed","99.00",NA,"$0.00","$25.00",2,"$20.00",2,TRUE,2020-01-12,83,FALSE,"strict_14_with_grace_period",12058,167
"37628240","N/A","N/A",FALSE,"Downtown","Apartment","Private room",2,1,1,"Real Bed","45.00",NA,"$0.00","$20.00",1,"$10.00",2,TRUE,2020-03-15,93,FALSE,"strict_14_with_grace_period",7895,167
"37629139","100%","within an hour",TRUE,"Central Area","House","Entire home/apt",12,2.5,4,"Real Bed","120.00",NA,"$4,500.00","$185.00",4,"$25.00",1,TRUE,2020-04-22,98,TRUE,"strict_14_with_grace_period",80447,142
"37632801","100%","within an hour",TRUE,"Delridge","House","Entire home/apt",10,2,3,"Real Bed","245.00",NA,"$500.00","$120.00",5,"$10.00",1,TRUE,2020-05-21,99,TRUE,"strict_14_with_grace_period",10205,35
"37640654","100%","within an hour",TRUE,"Capitol Hill","Apartment","Entire home/apt",4,1,1,"Real Bed","115.00",NA,"$0.00","$40.00",1,"$0.00",2,TRUE,2020-03-31,100,FALSE,"flexible",16215,141
"37644189","99%","within an hour",FALSE,"Queen Anne","House","Entire home/apt",7,2,4,"Real Bed","143.00",NA,"$0.00","$309.00",7,"$0.00",2,TRUE,2020-01-01,20,TRUE,"super_strict_30",17864,65
"37656744","100%","within a day",FALSE,"West Seattle","Guesthouse","Entire home/apt",2,1,1,"Real Bed","75.00",NA,"$0.00","$50.00",1,"$0.00",2,TRUE,2020-03-10,100,TRUE,"flexible",10025,167
"37657464","100%","within an hour",TRUE,"Magnolia","Guest suite","Entire home/apt",2,1,0,"Real Bed","76.00",NA,"$0.00","$35.00",1,"$0.00",1,TRUE,2020-03-02,100,FALSE,"moderate",8627,143
"37684490","100%","within an hour",TRUE,"Other neighborhoods","House","Private room",2,1,1,"Real Bed","60.00",NA,NA,"$12.00",1,"$0.00",1,TRUE,2020-06-05,100,TRUE,"moderate",5070,78
"37690318","100%","within an hour",TRUE,"Northgate","House","Entire home/apt",4,1,1,"Real Bed","90.00",NA,"$0.00","$50.00",4,"$20.00",1,TRUE,2020-05-04,97,TRUE,"moderate",16206,162
"37715703","100%","within an hour",FALSE,"Other neighborhoods","Cottage","Entire home/apt",3,1,1,"Real Bed","130.00",NA,"$0.00","$50.00",2,"$20.00",3,TRUE,2020-05-30,100,FALSE,"moderate",11334,100
"37724905","98%","within an hour",FALSE,"Northgate","Guest suite","Entire home/apt",5,1,2,"Real Bed","50.00",NA,"$0.00","$60.00",1,"$0.00",30,TRUE,2020-05-14,94,TRUE,"moderate",12418,158
"37725073","98%","within an hour",FALSE,"Ballard","Guest suite","Entire home/apt",2,1,1,"Real Bed","100.00",NA,"$0.00","$45.00",1,"$0.00",3,TRUE,2020-05-16,89,TRUE,"moderate",7599,151
"37725168","98%","within an hour",FALSE,"Other neighborhoods","Guest suite","Entire home/apt",2,1,1,"Real Bed","86.00",NA,"$0.00","$40.00",1,"$0.00",30,TRUE,2020-05-31,91,FALSE,"moderate",7777,153
"37745352","100%","within a day",TRUE,"Other neighborhoods","House","Entire home/apt",3,1,1,"Real Bed","149.00",NA,"$200.00","$75.00",1,"$0.00",30,TRUE,2020-04-06,98,FALSE,"strict_14_with_grace_period",2149,21
"37748579","N/A","N/A",TRUE,"Central Area","Townhouse","Private room",2,1,1,"Real Bed","45.00",NA,NA,"$12.00",1,"$0.00",2,TRUE,2020-01-05,100,FALSE,"moderate",8365,166
"37757201","40%","a few days or more",FALSE,"Downtown","Apartment","Entire home/apt",5,2,2,"Real Bed","210.00",NA,"$300.00","$70.00",1,"$0.00",30,TRUE,2020-02-23,85,TRUE,"strict_14_with_grace_period",3957,9
"37757241","100%","within an hour",FALSE,"Central Area","Apartment","Entire home/apt",6,1,1,"Real Bed","148.00",NA,"$0.00","$75.00",3,"$10.00",2,TRUE,2020-05-16,100,FALSE,"moderate",2358,42
"37786944","100%","within a day",TRUE,"Downtown","Condominium","Private room",2,1,1,"Real Bed","90.00",NA,NA,NA,1,"$0.00",2,TRUE,2020-03-01,95,TRUE,"moderate",7315,77
"37819901","99%","within an hour",FALSE,"Other neighborhoods","House","Entire home/apt",8,2,4,"Real Bed","315.00",NA,"$0.00","$299.00",8,"$0.00",3,TRUE,2020-01-02,80,TRUE,"super_strict_30",11067,26
"37830153","100%","within an hour",FALSE,"West Seattle","Apartment","Entire home/apt",4,1,1,"Real Bed","80.00",NA,"$0.00","$69.00",1,"$0.00",2,TRUE,2020-06-11,100,TRUE,"flexible",3649,41
"37840575","100%","within an hour",FALSE,"Rainier Valley","Guest suite","Entire home/apt",4,1,0,"Real Bed","65.00",NA,"$0.00","$35.00",1,"$0.00",2,TRUE,2020-03-16,96,TRUE,"flexible",14234,167
"37853363","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",5,2,2,"Real Bed","194.00",NA,"$0.00","$150.00",2,"$0.00",30,TRUE,2020-03-14,96,TRUE,"super_strict_60",8016,51
"37853365","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",5,1,2,"Real Bed","194.00",NA,"$0.00","$150.00",2,"$0.00",30,TRUE,2020-03-13,99,TRUE,"super_strict_60",5005,43
"37853366","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",4,1,1,"Real Bed","159.00",NA,"$0.00","$150.00",1,"$0.00",30,TRUE,2020-02-17,91,TRUE,"super_strict_60",1777,17
"37853384","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",5,1,2,"Real Bed","194.00",NA,"$0.00","$150.00",2,"$0.00",30,TRUE,2020-02-24,92,TRUE,"super_strict_60",6211,47
"37853385","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",5,1,2,"Real Bed","194.00",NA,"$0.00","$150.00",2,"$0.00",30,TRUE,2020-05-19,97,TRUE,"super_strict_60",4164,35
"37854281","N/A","N/A",TRUE,"Other neighborhoods","House","Private room",2,1,1,"Real Bed","40.00",NA,NA,NA,1,"$10.00",1,TRUE,2020-03-18,98,FALSE,"flexible",100,2
"37863703","100%","within an hour",TRUE,"Other neighborhoods","Apartment","Entire home/apt",4,1,1,"Real Bed","150.00",NA,"$0.00","$75.00",1,"$0.00",1,TRUE,2020-05-24,100,FALSE,"moderate",13744,136
"37888177","N/A","N/A",TRUE,"Rainier Valley","Apartment","Entire home/apt",6,1,2,"Real Bed","92.00",NA,"$100.00","$30.00",2,"$25.00",1,TRUE,2020-02-13,98,TRUE,"flexible",8079,115
"37889645","100%","within an hour",FALSE,"Lake City","Apartment","Entire home/apt",4,1,1,"Real Bed","89.00",NA,"$100.00","$60.00",2,"$10.00",1,TRUE,2020-06-14,96,TRUE,"strict_14_with_grace_period",4465,61
"37907464","100%","within an hour",TRUE,"Ballard","Guest suite","Entire home/apt",2,1,1,"Real Bed","79.00",NA,"$0.00","$60.00",1,"$0.00",2,TRUE,2020-03-17,98,FALSE,"flexible",890,10
"37910381","98%","within an hour",FALSE,"Delridge","Guest suite","Entire home/apt",6,1,1,"Real Bed","116.00",NA,"$0.00","$50.00",1,"$0.00",3,TRUE,2020-03-08,93,FALSE,"moderate",7195,167
"37918271","90%","within a day",TRUE,"Delridge","Guest suite","Entire home/apt",5,1,1,"Real Bed","68.00",NA,NA,"$30.00",1,"$0.00",7,TRUE,2020-03-07,99,FALSE,"moderate",9287,123
"37932050","100%","within an hour",FALSE,"Beacon Hill","Townhouse","Private room",4,1,1,"Real Bed","39.00",NA,"$0.00","$40.00",1,"$5.00",1,TRUE,2020-05-14,95,TRUE,"strict_14_with_grace_period",2541,65
"37935442","100%","within an hour",TRUE,"Capitol Hill","Guest suite","Entire home/apt",3,1,0,"Real Bed","99.00",NA,NA,"$50.00",1,"$0.00",1,TRUE,2020-03-28,99,TRUE,"flexible",8956,86
"37936390","100%","within an hour",TRUE,"Other neighborhoods","Guesthouse","Entire home/apt",4,1,0,"Real Bed","200.00",NA,"$0.00","$39.00",2,"$20.00",2,TRUE,2020-06-12,99,FALSE,"flexible",2668,34
"37941459","90%","within an hour",FALSE,"Central Area","Loft","Entire home/apt",3,1,0,"Real Bed","80.00",NA,"$0.00","$55.00",1,"$0.00",30,TRUE,2020-03-07,94,FALSE,"moderate",9956,123
"37945930","N/A","N/A",TRUE,"Capitol Hill","Bungalow","Entire home/apt",4,1,2,"Real Bed","149.00",NA,"$250.00","$95.00",1,"$0.00",2,TRUE,2020-02-25,100,TRUE,"moderate",22378,167
"37946796","98%","within an hour",TRUE,"Downtown","Apartment","Entire home/apt",4,1,1,"Real Bed","85.00",NA,NA,"$55.00",2,"$10.00",2,TRUE,2020-06-09,98,TRUE,"strict_14_with_grace_period",11359,125
"37966861","100%","within an hour",TRUE,"Downtown","Serviced apartment","Entire home/apt",2,1,1,"Real Bed","92.00",NA,"$500.00","$300.00",1,"$0.00",30,TRUE,2020-05-26,95,TRUE,"flexible",23435,167
"37992329","100%","within an hour",TRUE,"Downtown","Serviced apartment","Entire home/apt",2,1,1,"Real Bed","93.00",NA,"$500.00","$300.00",1,"$0.00",30,TRUE,2020-03-23,100,TRUE,"flexible",17881,134
"37997087","100%","within an hour",FALSE,"Other neighborhoods","House","Entire home/apt",6,2,3,"Real Bed","190.00",NA,"$0.00","$120.00",1,"$30.00",2,TRUE,2020-05-26,100,TRUE,"moderate",22610,98
"37998082","100%","within an hour",FALSE,"Ballard","Apartment","Entire home/apt",2,1,0,"Real Bed","59.00",NA,"$250.00","$150.00",2,"$5.00",30,TRUE,2020-01-15,100,TRUE,"strict_14_with_grace_period",6233,103
"38036619","98%","within an hour",FALSE,"Rainier Valley","Guest suite","Entire home/apt",6,1,2,"Real Bed","122.00",NA,"$0.00","$50.00",1,"$0.00",3,TRUE,2020-05-29,92,FALSE,"moderate",4381,84
"38039449","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",6,2.5,2,"Real Bed","194.00",NA,"$0.00","$150.00",1,"$0.00",30,TRUE,2020-02-03,100,TRUE,"super_strict_60",4432,30
"38039458","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",6,2.5,2,"Real Bed","194.00",NA,"$0.00","$150.00",1,"$0.00",30,TRUE,2020-03-06,100,TRUE,"super_strict_60",8208,50
"38051553","100%","within an hour",TRUE,"Other neighborhoods","House","Private room",2,1,1,"Real Bed","60.00",NA,"$100.00","$40.00",1,"$0.00",2,TRUE,2020-03-31,60,TRUE,"moderate",6655,121
"38064003","100%","within a day",TRUE,"Magnolia","Bungalow","Entire home/apt",2,1,1,"Real Bed","189.00",NA,"$750.00","$80.00",2,"$300.00",30,TRUE,2020-03-08,100,FALSE,"strict_14_with_grace_period",29823,167
"38077704","100%","within an hour",TRUE,"West Seattle","Apartment","Entire home/apt",2,1,1,"Real Bed","79.00",NA,"$1,500.00","$129.00",1,"$7.00",30,TRUE,2020-04-04,100,FALSE,"moderate",12114,166
"38081928","99%","within an hour",FALSE,"West Seattle","House","Entire home/apt",8,3,4,"Real Bed","120.00",NA,"$0.00","$319.00",8,"$0.00",2,TRUE,2020-02-17,80,TRUE,"super_strict_30",11613,37
"38105148","98%","within an hour",FALSE,"Beacon Hill","Guest suite","Entire home/apt",2,1,1,"Real Bed","89.00",NA,"$0.00","$40.00",1,"$0.00",30,TRUE,2020-06-03,89,FALSE,"flexible",3403,78
"38130168","83%","within an hour",TRUE,"Capitol Hill","Condominium","Entire home/apt",4,1,1,"Real Bed","125.00",NA,"$0.00","$75.00",1,"$0.00",1,TRUE,2020-03-22,99,FALSE,"moderate",20426,167
"38132022","98%","within an hour",FALSE,"Northgate","Townhouse","Private room",2,1,1,"Real Bed","69.00",NA,"$0.00","$50.00",1,"$0.00",15,TRUE,2020-05-12,97,FALSE,"moderate",4690,131
"38185156","100%","within an hour",FALSE,"Cascade","House","Private room",2,1,1,"Real Bed","39.00",NA,"$200.00","$95.00",1,"$19.00",30,TRUE,2020-01-22,95,TRUE,"strict_14_with_grace_period",491,7
"38189353","100%","within an hour",TRUE,"Cascade","Serviced apartment","Entire home/apt",4,2,2,"Real Bed","197.00",NA,"$500.00","$410.00",1,"$0.00",30,TRUE,2020-03-30,100,TRUE,"flexible",41957,166
"38193612","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",3,1,0,"Real Bed","115.00",NA,"$300.00","$125.00",1,"$0.00",2,TRUE,2020-05-31,95,FALSE,"flexible",2916,16
"38208125","70%","within an hour",FALSE,"Downtown","Condominium","Entire home/apt",4,1,1,"Real Bed","186.00",NA,NA,"$95.00",1,"$0.00",1,TRUE,2020-02-26,92,TRUE,"moderate",1302,7
"38209042","100%","within an hour",TRUE,"Queen Anne","Apartment","Entire home/apt",4,1,1,"Real Bed","623.00",NA,"$207.00","$84.00",2,"$10.00",1,TRUE,2020-06-02,98,FALSE,"moderate",702,5
"38213413","100%","within an hour",TRUE,"Cascade","Serviced apartment","Entire home/apt",2,1,1,"Real Bed","141.00",NA,"$500.00","$300.00",1,"$0.00",30,TRUE,2020-02-11,100,TRUE,"flexible",18463,75
"38214223","100%","within an hour",TRUE,"Cascade","Serviced apartment","Entire home/apt",2,1,1,"Real Bed","84.00",NA,"$500.00","$300.00",1,"$0.00",30,TRUE,2020-06-12,40,TRUE,"flexible",16132,136
"38217194","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",4,1,1,"Real Bed","123.00",NA,"$100.00","$55.00",2,"$7.00",1,TRUE,2020-05-29,94,TRUE,"strict_14_with_grace_period",11218,110
"38269480","100%","within an hour",FALSE,"Central Area","Condominium","Entire home/apt",8,2,3,"Real Bed","250.00",NA,"$0.00","$210.00",4,"$25.00",3,TRUE,2020-03-13,100,FALSE,"flexible",9802,41
"38281449","N/A","N/A",TRUE,"Downtown","Loft","Entire home/apt",4,1,1,"Real Bed","170.00",NA,"$0.00","$79.00",3,"$25.00",2,TRUE,2020-02-02,99,TRUE,"flexible",27361,125
"38292642","67%","within a few hours",FALSE,"Capitol Hill","Apartment","Entire home/apt",4,2,2,"Real Bed","210.00",NA,NA,NA,1,"$0.00",30,TRUE,2020-01-26,95,TRUE,"flexible",5250,25
"38328402","100%","within an hour",FALSE,"Delridge","Guesthouse","Entire home/apt",2,1,1,"Real Bed","115.00",NA,"$500.00","$50.00",1,"$0.00",2,TRUE,2020-04-02,100,FALSE,"strict_14_with_grace_period",175,1
"38334917","100%","within an hour",TRUE,"Central Area","Townhouse","Entire home/apt",12,2.5,4,"Real Bed","238.00",NA,"$500.00","$195.00",4,"$25.00",1,TRUE,2020-02-16,100,TRUE,"strict_14_with_grace_period",82824,167
"38350750","98%","within an hour",FALSE,"West Seattle","Guest suite","Entire home/apt",4,1,1,"Real Bed","95.00",NA,"$0.00","$50.00",1,"$0.00",3,TRUE,2020-01-30,91,FALSE,"moderate",7730,167
"38352264","98%","within an hour",FALSE,"Beacon Hill","Guest suite","Entire home/apt",2,1,1,"Real Bed","88.00",NA,"$0.00","$45.00",1,"$0.00",3,TRUE,2020-04-29,94,FALSE,"moderate",6822,138
"38358644","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",3,1,0,"Real Bed","65.00",NA,"$500.00","$0.00",1,"$10.00",1,TRUE,2020-03-12,66,TRUE,"strict_14_with_grace_period",9850,97
"38405553","98%","within an hour",FALSE,"Other neighborhoods","Guest suite","Entire home/apt",6,1,2,"Real Bed","141.00",NA,"$0.00","$60.00",1,"$0.00",3,TRUE,2020-06-09,96,FALSE,"moderate",9620,158
"38405709","98%","within an hour",FALSE,"Northgate","Guest suite","Entire home/apt",2,1,1,"Real Bed","30.00",NA,"$0.00","$45.00",1,"$0.00",3,TRUE,2020-06-06,74,FALSE,"moderate",4824,107
"38429594","100%","within a day",FALSE,"Other neighborhoods","Loft","Entire home/apt",2,1,1,"Real Bed","150.00",NA,"$100.00","$75.00",2,"$25.00",2,TRUE,2020-05-31,100,TRUE,"strict_14_with_grace_period",1430,11
"38453480","98%","within an hour",FALSE,"Other neighborhoods","Guest suite","Entire home/apt",2,1,1,"Real Bed","71.00",NA,"$0.00","$45.00",1,"$0.00",3,TRUE,2020-05-08,95,FALSE,"moderate",7352,141
"38455132","100%","within an hour",TRUE,"Capitol Hill","Townhouse","Entire home/apt",6,2.5,3,"Real Bed","170.00",NA,"$500.00","$130.00",5,"$25.00",2,TRUE,2020-03-19,99,FALSE,"strict_14_with_grace_period",32906,167
"38458512","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",4,1,1,"Real Bed","150.00",NA,"$0.00","$75.00",4,"$10.00",1,TRUE,2020-03-16,93,TRUE,"moderate",2360,19
"38464334","100%","within an hour",FALSE,"Northgate","Apartment","Entire home/apt",8,1,2,"Real Bed","59.00",NA,"$250.00","$85.00",2,"$20.00",3,TRUE,2020-03-13,96,FALSE,"strict_14_with_grace_period",6239,105
"38484078","100%","within a few hours",FALSE,"Capitol Hill","Apartment","Entire home/apt",4,1,1,"Real Bed","55.00",NA,NA,"$125.00",4,"$0.00",1,TRUE,2020-03-17,85,FALSE,"moderate",966,10
"38490059","N/A","N/A",FALSE,"Other neighborhoods","Guest suite","Entire home/apt",4,1,2,"Real Bed","110.00",NA,NA,"$50.00",1,"$0.00",2,TRUE,2020-03-12,90,TRUE,"flexible",14186,145
"38491779","100%","within an hour",TRUE,"Rainier Valley","Guest suite","Entire home/apt",2,1,1,"Real Bed","139.00",NA,NA,"$60.00",1,"$0.00",1,TRUE,2020-05-29,98,TRUE,"strict_14_with_grace_period",1079,11
"38496915","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",6,2,2,"Real Bed","285.00",NA,"$0.00","$150.00",1,"$0.00",5,TRUE,2020-03-03,100,FALSE,"strict_14_with_grace_period",9756,36
"38516064","100%","within a day",TRUE,"West Seattle","House","Entire home/apt",8,2.5,3,"Real Bed","250.00",NA,"$1,000.00","$120.00",1,"$0.00",2,TRUE,2020-03-12,96,FALSE,"strict_14_with_grace_period",41766,167
"38522826","100%","within an hour",FALSE,"Ballard","Apartment","Entire home/apt",2,1,0,"Real Bed","74.00",NA,"$250.00","$149.00",1,"$0.00",30,TRUE,2020-01-17,80,TRUE,"strict_14_with_grace_period",3922,53
"38531997","99%","within an hour",FALSE,"Capitol Hill","Condominium","Entire home/apt",3,1,1,"Real Bed","122.00",NA,"$0.00","$149.00",3,"$0.00",2,TRUE,2020-03-01,95,TRUE,"super_strict_30",6887,38
"38542650","100%","within an hour",TRUE,"Cascade","House","Private room",1,1,1,"Real Bed","34.00",NA,"$0.00","$15.00",1,"$0.00",1,TRUE,2020-03-11,98,TRUE,"flexible",5266,167
"38542906","98%","within an hour",FALSE,"Beacon Hill","Guest suite","Entire home/apt",6,1,1,"Real Bed","117.00",NA,"$0.00","$60.00",1,"$0.00",30,TRUE,2020-03-17,82,FALSE,"moderate",5044,121
"38546014","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",2,1,0,"Real Bed","179.00",NA,NA,"$35.00",1,"$0.00",30,TRUE,2020-01-12,95,TRUE,"strict_14_with_grace_period",13528,152
"38547649","100%","within an hour",FALSE,"Ballard","Apartment","Entire home/apt",3,1,1,"Real Bed","89.00",NA,"$250.00","$175.00",2,"$0.00",30,TRUE,2020-03-31,80,TRUE,"strict_14_with_grace_period",10502,118
"38551094","100%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",4,1,1,"Real Bed","135.00",NA,"$100.00","$55.00",2,"$7.00",1,TRUE,2020-05-24,96,TRUE,"strict_14_with_grace_period",14408,96
"38561767","99%","within an hour",FALSE,"West Seattle","Cottage","Entire home/apt",8,1,3,"Real Bed","130.00",NA,"$0.00","$274.00",8,"$0.00",2,TRUE,2020-02-23,97,TRUE,"super_strict_30",7550,29
"38569129","98%","within an hour",FALSE,"Cascade","Guest suite","Private room",2,1,1,"Real Bed","101.00",NA,"$0.00","$40.00",1,"$0.00",3,TRUE,2020-05-15,94,FALSE,"moderate",4884,110
"38577704","N/A","N/A",TRUE,"Ballard","Guest suite","Entire home/apt",4,1,2,"Real Bed","94.00",NA,"$100.00","$15.00",2,"$15.00",1,TRUE,2020-03-14,96,FALSE,"flexible",66,1
"38581577","100%","within an hour",FALSE,"Rainier Valley","House","Entire home/apt",6,1,2,"Real Bed","79.00",NA,"$100.00","$25.00",6,"$5.00",1,TRUE,2020-03-11,88,TRUE,"moderate",11685,167
"38584415","100%","within an hour",FALSE,"West Seattle","Loft","Entire home/apt",5,1,2,"Real Bed","89.00",NA,"$500.00","$250.00",4,"$5.00",30,TRUE,2020-02-09,100,TRUE,"strict_14_with_grace_period",1513,17
"38605259","100%","within an hour",TRUE,"Other neighborhoods","Apartment","Entire home/apt",4,1,2,"Real Bed","623.00",NA,"$207.00","$84.00",2,"$10.00",1,TRUE,2020-05-30,98,TRUE,"moderate",2177,15
"38626919","100%","within an hour",FALSE,"Northgate","Apartment","Entire home/apt",6,1,2,"Real Bed","150.00",NA,"$250.00","$85.00",2,"$20.00",3,TRUE,2020-03-15,93,FALSE,"strict_14_with_grace_period",4721,75
"38629530","100%","within an hour",FALSE,"Beacon Hill","House","Entire home/apt",8,2.5,3,"Real Bed","152.00",NA,"$200.00","$100.00",1,"$0.00",1,TRUE,2020-04-14,96,TRUE,"strict_14_with_grace_period",1171,8
"38645782","100%","within an hour",TRUE,"Downtown","Condominium","Entire home/apt",4,1,1,"Real Bed","108.00",NA,"$650.00","$85.00",2,"$25.00",1,TRUE,2020-03-15,98,TRUE,"flexible",3397,26
"38646356","14%","a few days or more",FALSE,"Central Area","Townhouse","Private room",2,1.5,1,"Real Bed","65.00",NA,"$0.00","$120.00",1,"$15.00",30,TRUE,2020-03-02,94,FALSE,"flexible",3479,77
"38669233","100%","within an hour",FALSE,"West Seattle","Guest suite","Entire home/apt",4,1,2,"Real Bed","220.00",NA,"$0.00","$50.00",4,"$20.00",1,TRUE,2020-03-06,100,FALSE,"strict_14_with_grace_period",22440,114
"38670678","100%","within an hour",FALSE,"Capitol Hill","Apartment","Private room",2,1.5,0,"Real Bed","35.00",NA,"$0.00","$30.00",1,"$0.00",1,TRUE,2020-05-31,77,TRUE,"moderate",5875,95
"38674179","100%","within an hour",TRUE,"Rainier Valley","Serviced apartment","Entire home/apt",4,1.5,2,"Real Bed","111.00",NA,"$500.00","$385.00",1,"$0.00",30,TRUE,2020-04-15,100,TRUE,"flexible",23764,158
"38698070","100%","within a few hours",TRUE,"Other neighborhoods","House","Entire home/apt",2,1,1,"Real Bed","59.00",NA,"$0.00","$70.00",1,"$0.00",4,TRUE,2020-03-13,96,FALSE,"moderate",2183,37
"38700083","98%","within an hour",FALSE,"Beacon Hill","Guest suite","Entire home/apt",6,1,2,"Real Bed","122.00",NA,"$0.00","$65.00",1,"$0.00",30,TRUE,2020-05-14,96,TRUE,"moderate",9954,130
"38700107","100%","within an hour",TRUE,"Other neighborhoods","House","Entire home/apt",5,1,2,"Real Bed","81.00",NA,"$200.00","$99.00",1,"$10.00",1,TRUE,2020-01-28,93,TRUE,"moderate",444,2
"38703022","100%","within a few hours",TRUE,"West Seattle","House","Entire home/apt",6,2.5,3,"Real Bed","230.00",NA,"$0.00","$150.00",1,"$0.00",1,TRUE,2020-06-14,100,FALSE,"flexible",13359,50
"38726468","100%","within an hour",TRUE,"Central Area","Townhouse","Private room",2,1,1,"Real Bed","52.00",NA,"$250.00","$50.00",2,"$100.00",2,TRUE,2020-03-14,100,FALSE,"moderate",6364,86
"38728162","100%","within a few hours",FALSE,"Queen Anne","House","Private room",1,1.5,1,"Real Bed","50.00",NA,"$0.00","$145.00",1,"$10.00",30,TRUE,2020-03-31,100,FALSE,"moderate",3950,79
"38728312","100%","within an hour",TRUE,"Capitol Hill","Serviced apartment","Entire home/apt",2,1,0,"Real Bed","109.00",NA,"$500.00","$300.00",1,"$0.00",30,TRUE,2020-02-04,100,TRUE,"flexible",8957,45
"38728931","89%","within an hour",FALSE,"Downtown","Apartment","Entire home/apt",6,1,1,"Real Bed","169.00",NA,"$0.00","$55.00",1,"$20.00",1,TRUE,2020-03-08,95,TRUE,"flexible",5392,61
"38730699","98%","within an hour",FALSE,"Other neighborhoods","Guest suite","Entire home/apt",6,1,2,"Real Bed","71.00",NA,"$0.00","$60.00",1,"$0.00",3,TRUE,2020-04-26,89,FALSE,"moderate",7318,138
"38733668","100%","within an hour",TRUE,"Central Area","Guest suite","Entire home/apt",9,1,3,"Real Bed","160.00",NA,"$150.00","$297.00",5,"$10.00",1,TRUE,2020-04-26,99,TRUE,"strict_14_with_grace_period",1441,7
"38734769","100%","within a few hours",TRUE,"Central Area","House","Entire home/apt",6,1,3,"Real Bed","125.00",NA,"$0.00","$50.00",1,"$0.00",1,TRUE,2020-01-20,100,FALSE,"flexible",660,5
"38751417","95%","within an hour",TRUE,"Central Area","Guest suite","Entire home/apt",4,1,1,"Real Bed","120.00",NA,"$300.00","$60.00",1,"$0.00",1,TRUE,2020-03-15,93,TRUE,"moderate",7994,87
